Country,Canopy Threshold %,Total Area ha,Primary Forest Loss ha 2002,Primary Forest Loss ha 2003,Primary Forest Loss ha 2004,Primary Forest Loss ha 2005,Primary Forest Loss ha 2006,Primary Forest Loss ha 2007,Primary Forest Loss ha 2008,Primary Forest Loss ha 2009,Primary Forest Loss ha 2010,Primary Forest Loss ha 2011,Primary Forest Loss ha 2012,Primary Forest Loss ha 2013,Primary Forest Loss ha 2014,Primary Forest Loss ha 2015,Primary Forest Loss ha 2016,Primary Forest Loss ha 2017,Primary Forest Loss ha 2018,Primary Forest Loss ha 2019,Primary Forest Loss ha 2020,Primary Forest Loss ha 2021,Primary Forest Loss ha 2022,Primary Forest Loss ha 2023,Primary Forest Loss ha 2024
Indonesia,30,93872195,271744,248435,479153,478404,468380,525991,469405,683825,540975,613905,855533,472991,736796,666636,928658,373254,339888,323646,270056,202905,230002,292373,258811
