Country,Canopy Threshold %,Tree Cover Extent 2000 ha,AGB Carbon Stocks 2000 MgC,AGB Carbon Density 2000 MgC ha,Avg Annual Gross Emissions MgCO2e yr,Avg Annual Removals MgCO2 yr,Avg Annual Net Flux MgCO2e yr,Gross Emissions 0012 MgCO2e,Gross Emissions 0022 MgCO2e,Gross Emissions 0032 MgCO2e,Gross Emissions 0042 MgCO2e,Gross Emissions 0052 MgCO2e,Gross Emissions 0062 MgCO2e,Gross Emissions 0072 MgCO2e,Gross Emissions 0082 MgCO2e,Gross Emissions 0092 MgCO2e,Gross Emissions 0102 MgCO2e,Gross Emissions 0112 MgCO2e,Gross Emissions 0122 MgCO2e,Gross Emissions 0132 MgCO2e,Gross Emissions 0142 MgCO2e,Gross Emissions 0152 MgCO2e,Gross Emissions 0162 MgCO2e,Gross Emissions 0172 MgCO2e,Gross Emissions 0182 MgCO2e,Gross Emissions 0192 MgCO2e,Gross Emissions 0202 MgCO2e,Gross Emissions 0212 MgCO2e,Gross Emissions 0222 MgCO2e,Gross Emissions 0232 MgCO2e,Gross Emissions 0242 MgCO2e
Indonesia,30,160640822,20278023331,625,966952277,610945957,356006316,503083289,641643050,437532304,996525680,960834109,1036817155,1175307638,1040636990,1422248487,1041673447,1238960256,1785096764,872301040,1417302238,1269602921,1815773667,836976513,770821762,747939656,599003234,514506681,546402998,849245101,686619626
