Country,Canopy Threshold %,Total Area ha,Tree Cover 2000 ha,Tree Cover 2010 ha,Tree Cover Gain 2000-2012 ha,Tree Loss ha 2001,Tree Loss ha 2002,Tree Loss ha 2003,Tree Loss ha 2004,Tree Loss ha 2005,Tree Loss ha 2006,Tree Loss ha 2007,Tree Loss ha 2008,Tree Loss ha 2009,Tree Loss ha 2010,Tree Loss ha 2011,Tree Loss ha 2012,Tree Loss ha 2013,Tree Loss ha 2014,Tree Loss ha 2015,Tree Loss ha 2016,Tree Loss ha 2017,Tree Loss ha 2018,Tree Loss ha 2019,Tree Loss ha 2020,Tree Loss ha 2021,Tree Loss ha 2022,Tree Loss ha 2023,Tree Loss ha 2024
Indonesia,30,189023580,160640822,157792890,4882129,744084,855270,544811,1289035,1182436,1433147,1387620,1396247,1944958,1279328,1543627,2260258,1139300,1894359,1746464,2422065,1300719,1218733,1176884,961585,841390,885237,1395285,1120264
